iter	Passed	Remaining
1662	49276	6281
1663	49306	6252
1664	49335	6222
1665	49363	6192
1666	49406	6164
1667	49437	6135
1668	49467	6105
1669	49494	6075
1670	49523	6045
1671	49553	6016
1672	49583	5986
1673	49612	5957
1674	49640	5927
1675	49670	5897
1676	49700	5868
1677	49728	5838
1678	49758	5808
1679	49787	5778
1680	49816	5749
1681	49845	5719
1682	49875	5689
1683	49905	5660
1684	49934	5630
1685	49963	5600
1686	49992	5571
1687	50021	5541
1688	50050	5511
1689	50078	5482
1690	50107	5452
1691	50136	5422
1692	50166	5392
1693	50196	5363
1694	50225	5333
1695	50254	5304
1696	50284	5274
1697	50313	5244
1698	50343	5215
1699	50373	5185
1700	50403	5155
1701	50431	5126
1702	50461	5096
1703	50489	5066
1704	50518	5037
1705	50547	5007
1706	50576	4977
1707	50605	4947
1708	50633	4918
1709	50663	4888
1710	50692	4858
1711	50721	4829
1712	50752	4799
1713	50781	4770
1714	50811	4740
1715	50840	4710
1716	50870	4681
1717	50898	4651
1718	50926	4621
1719	50959	4592
1720	50993	4563
1721	51024	4533
1722	51059	4504
1723	51097	4475
1724	51129	4446
1725	51158	4416
1726	51189	4386
1727	51217	4357
1728	51247	4327
1729	51276	4297
1730	51306	4268
1731	51334	4238
1732	51363	4208
1733	51396	4179
1734	51426	4149
1735	51454	4119
1736	51483	4090
1737	51514	4060
1738	51544	4031
1739	51573	4001
1740	51602	3971
1741	51630	3941
1742	51659	3912
1743	51689	3882
1744	51718	3852
1745	51747	3823
1746	51776	3793
1747	51806	3763
1748	51836	3734
1749	51865	3704
1750	51895	3675
1751	51925	3645
1752	51972	3617
1753	52002	3587
1754	52034	3557
1755	52063	3528
1756	52093	3498
1757	52124	3469
1758	52154	3439
1759	52185	3409
1760	52217	3380
1761	52247	3350
1762	52277	3321
1763	52308	3291
1764	52338	3261
1765	52368	3232
1766	52396	3202
1767	52429	3173
1768	52458	3143
1769	52487	3113
1770	52516	3083
1771	52544	3054
1772	52573	3024
1773	52602	2994
1774	52632	2965
1775	52660	2935
1776	52691	2905
1777	52723	2876
1778	52751	2846
1779	52780	2816
1780	52810	2787
1781	52840	2757
1782	52871	2728
1783	52900	2698
1784	52928	2668
1785	52957	2638
1786	52986	2609
1787	53015	2579
1788	53043	2549
1789	53073	2520
1790	53103	2490
1791	53132	2460
1792	53162	2431
1793	53191	2401
1794	53221	2372
1795	53251	2342
1796	53281	2312
1797	53310	2283
1798	53338	2253
1799	53368	2223
1800	53399	2194
1801	53428	2164
1802	53457	2134
1803	53487	2105
1804	53517	2075
1805	53546	2045
1806	53576	2016
1807	53605	1986
1808	53634	1956
1809	53662	1927
1810	53691	1897
1811	53721	1867
1812	53749	1838
1813	53778	1808
1814	53807	1778
1815	53836	1749
1816	53866	1719
1817	53895	1689
1818	53925	1660
1819	53954	1630
1820	53984	1600
1821	54013	1571
1822	54042	1541
1823	54071	1511
1824	54100	1482
1825	54129	1452
1826	54158	1422
1827	54189	1393
1828	54218	1363
1829	54247	1333
1830	54282	1304
1831	54311	1274
1832	54341	1245
1833	54369	1215
1834	54400	1185
1835	54429	1156
1836	54459	1126
1837	54488	1096
1838	54517	1067
1839	54546	1037
1840	54574	1007
1841	54603	978
1842	54631	948
1843	54661	918
1844	54691	889
1845	54720	859
1846	54749	829
1847	54778	800
1848	54806	770
1849	54835	741
1850	54863	711
1851	54910	681
1852	54939	652
1853	54968	622
1854	54997	592
1855	55026	563
1856	55057	533
1857	55086	504
1858	55114	474
1859	55143	444
1860	55173	415
1861	55201	385
1862	55230	355
1863	55259	326
1864	55289	296
1865	55319	266
1866	55353	237
1867	55394	207
1868	55448	178
1869	55488	148
1870	55526	118
1871	55568	89
1872	55599	59
1873	55631	29
1874	55665	0
