iter	Logloss
1499	0.001468784616
1500	0.001468783348
1501	0.001468758032
1502	0.001468758032
1503	0.001468752381
1504	0.001468751951
1505	0.00146875045
1506	0.00146874898
1507	0.001468748552
1508	0.001468748132
1509	0.001468746706
1510	0.001468744598
1511	0.001468743295
1512	0.001468741367
1513	0.001468739892
1514	0.001468737796
1515	0.001468737796
1516	0.001468733109
1517	0.001468733109
1518	0.001467138936
1519	0.001467137193
1520	0.001463722803
1521	0.001462919525
1522	0.001462918527
1523	0.001462917322
1524	0.001462915785
1525	0.001462759983
1526	0.001462758312
1527	0.001462753812
1528	0.001462752457
1529	0.001462750126
1530	0.001458862853
1531	0.00145886029
1532	0.001458858456
1533	0.001455070752
1534	0.001455066607
1535	0.001455066465
1536	0.001451572533
1537	0.001451570659
1538	0.001451568951
1539	0.001448333967
1540	0.001448332814
1541	0.001448330011
1542	0.001448324272
1543	0.001448320789
1544	0.001448316485
1545	0.001448294335
1546	0.001446296912
1547	0.001446295786
1548	0.00144627359
1549	0.001446271111
1550	0.001446265401
1551	0.001446259667
1552	0.001444899192
1553	0.00144489637
1554	0.001444837531
1555	0.001444830925
1556	0.001444792022
1557	0.001444791253
1558	0.001444759126
1559	0.001444759126
1560	0.001444753571
1561	0.00144475216
1562	0.001444750339
1563	0.001444749658
1564	0.001444746885
1565	0.00144472842
1566	0.001444722152
1567	0.001442685216
1568	0.00144268473
1569	0.001442682936
1570	0.00144263856
1571	0.001442637192
1572	0.001442634578
1573	0.001437807003
1574	0.001437806674
1575	0.001437805944
1576	0.001437805243
1577	0.001437803833
1578	0.001437802267
1579	0.001437358666
1580	0.001437357238
1581	0.001437355805
1582	0.001437334252
1583	0.001437293828
1584	0.001435722558
1585	0.001435722558
1586	0.001435721074
1587	0.001435717325
1588	0.001435717013
1589	0.001435695506
1590	0.001435695146
1591	0.001435688022
1592	0.001435679054
1593	0.001435673506
1594	0.001435667333
1595	0.001435665894
1596	0.001435653091
1597	0.001435640309
1598	0.001435637613
1599	0.001435637072
1600	0.001435631526
1601	0.001435628738
1602	0.001434117112
1603	0.001434115076
1604	0.001434113953
1605	0.001434112721
1606	0.001434112044
1607	0.001434110764
1608	0.001434097214
1609	0.001434096538
1610	0.00143409493
1611	0.001434093593
1612	0.001434090746
1613	0.00143408935
1614	0.001434086766
1615	0.001434081575
1616	0.001434074439
1617	0.001434073086
1618	0.001434065523
1619	0.001434064171
1620	0.001430656607
1621	0.001430656149
1622	0.001430301099
1623	0.001429261816
1624	0.001429254129
1625	0.001429253025
1626	0.001426330544
1627	0.001426330134
1628	0.001426329913
1629	0.001426325646
1630	0.001426324835
1631	0.001426281995
1632	0.001426280086
1633	0.00142627597
1634	0.001426268826
1635	0.001426268442
1636	0.001426266311
1637	0.001426260818
1638	0.001426256777
1639	0.001426256544
1640	0.001426254845
1641	0.001426254416
1642	0.001426230889
1643	0.001426230491
1644	0.001426229176
1645	0.001426226399
1646	0.001426215623
1647	0.001426212835
1648	0.001426209691
1649	0.001426208997
1650	0.001426207766
1651	0.001424960865
1652	0.001424951275
1653	0.001424949756
1654	0.001423545568
1655	0.001423545568
1656	0.001422202357
1657	0.001422201653
1658	0.001422201118
1659	0.001422197787
1660	0.001422194289
1661	0.001422191567
1662	0.001422188845
1663	0.001422188141
1664	0.001420668656
1665	0.001417688737
1666	0.001417688191
1667	0.001417683836
1668	0.001417680486
1669	0.001417679015
1670	0.001417678586
1671	0.001417265636
1672	0.001417253919
1673	0.001417248947
1674	0.001416564846
1675	0.001416564426
1676	0.001416562975
1677	0.001416562549
1678	0.001416560009
1679	0.001416558764
1680	0.001416558764
1681	0.001416556908
1682	0.001416530215
1683	0.00141650207
1684	0.001416491368
1685	0.001416467675
1686	0.001416467462
1687	0.001416467462
1688	0.001416467462
1689	0.001416466853
1690	0.001416464417
1691	0.001416463728
1692	0.001416461797
1693	0.001416459452
1694	0.001416431371
1695	0.001416428698
1696	0.001416428698
1697	0.001416427456
1698	0.001416426198
1699	0.001416423717
1700	0.001416419091
1701	0.001416221959
1702	0.001414051658
1703	0.001414049262
1704	0.001414045902
1705	0.001414043247
1706	0.001414042578
1707	0.001414039311
1708	0.001414033296
1709	0.001414032366
1710	0.001414022329
1711	0.001413273483
1712	0.001413267248
1713	0.001412164363
1714	0.001412162499
1715	0.00141216224
1716	0.001412160914
1717	0.001412160331
1718	0.001412159465
1719	0.00141215732
1720	0.001412152801
1721	0.001412109185
1722	0.001412108437
1723	0.001412107987
1724	0.001412107987
1725	0.001412107588
1726	0.001412096483
1727	0.001412087994
1728	0.001412087128
1729	0.00141206667
1730	0.001412063958
1731	0.001412063958
1732	0.001412063958
1733	0.001412011697
1734	0.001412011387
1735	0.001412000808
1736	0.001411998961
1737	0.001411997116
1738	0.001411996367
1739	0.001411995805
1740	0.001411991459
1741	0.001411991459
1742	0.001411991459
1743	0.001409683046
1744	0.001408789054
1745	0.001408789054
1746	0.001405136503
1747	0.001403342531
1748	0.001403340629
1749	0.001403336214
1750	0.00140333254
1751	0.001401941168
1752	0.001400201572
1753	0.001400201507
1754	0.001400200944
1755	0.001400198484
1756	0.001400198484
1757	0.001400190745
1758	0.001400184693
1759	0.001400079653
1760	0.00140007721
1761	0.001400076561
1762	0.001400075337
1763	0.001400054258
1764	0.00140005162
1765	0.001400049393
1766	0.001400049393
1767	0.001400044922
1768	0.001400044305
1769	0.001400041956
1770	0.00140003932
1771	0.00140003932
1772	0.001400036501
1773	0.001400018284
1774	0.001400018056
1775	0.001400017447
1776	0.001400014236
1777	0.001400013375
1778	0.00140001026
1779	0.001399999717
1780	0.001399998465
1781	0.001399998085
1782	0.001399997754
1783	0.001399995405
1784	0.001399985309
1785	0.001399982676
1786	0.001399982076
1787	0.001399971549
1788	0.00139996892
1789	0.001399966073
1790	0.001399965667
1791	0.001399963188
1792	0.001399962572
1793	0.001399962344
1794	0.001399951078
1795	0.001399949891
1796	0.001398955026
1797	0.001398952317
1798	0.001398934134
1799	0.001398931693
1800	0.001396763552
1801	0.00139676326
1802	0.001396762962
1803	0.001396740811
1804	0.00139674035
1805	0.001396734488
1806	0.001396734322
1807	0.001396732584
1808	0.001396732418
1809	0.001396731269
1810	0.001396729962
1811	0.001396728413
1812	0.001396722558
1813	0.00139671182
1814	0.001396711359
1815	0.001396707647
1816	0.001396685556
1817	0.001396682111
1818	0.001396681028
1819	0.001396680568
1820	0.001396669515
1821	0.001396668874
1822	0.001396668874
1823	0.001396667569
1824	0.001396655856
1825	0.001396654157
1826	0.001396599268
1827	0.001396597532
1828	0.001396597226
1829	0.001396564317
1830	0.001396563023
1831	0.001396561476
1832	0.001396555888
1833	0.001396555239
1834	0.001396554294
1835	0.001396550439
1836	0.001396548895
1837	0.001396546518
1838	0.001396541457
1839	0.001396540125
1840	0.001396540125
1841	0.001396529152
1842	0.001396527847
1843	0.001396526112
1844	0.001396525288
1845	0.001396523554
1846	0.001396522209
1847	0.001396521181
1848	0.001396518925
1849	0.001396498301
1850	0.001396485133
1851	0.001396485133
1852	0.001396481975
1853	0.001396456432
1854	0.001396434615
1855	0.001396434615
1856	0.00139643325
1857	0.00139643217
1858	0.001396429513
1859	0.001396426366
1860	0.001396425562
1861	0.001396419722
1862	0.001395528922
1863	0.001395525771
1864	0.001395494754
1865	0.001395490358
1866	0.001395489294
1867	0.001395489294
1868	0.001395486231
1869	0.001395483622
1870	0.00139548318
1871	0.001395457267
1872	0.001395428874
1873	0.001395422285
1874	0.001395419225
