iter	Logloss
167	0.0249074904
168	0.02475841628
169	0.02458808524
170	0.02431439941
171	0.02399287864
172	0.02366679065
173	0.0233455446
174	0.02323224048
175	0.02303185386
176	0.02278604137
177	0.02254051419
178	0.02220444777
179	0.02200520843
180	0.02184376317
181	0.02181110106
182	0.02167496415
183	0.02152911114
184	0.02133550061
185	0.02111089962
186	0.0209103686
187	0.0206042508
188	0.02051991736
189	0.02031521063
190	0.02029569095
191	0.02009652845
192	0.01985357842
193	0.01973973941
194	0.01950941066
195	0.01931371489
196	0.01919501526
197	0.0191117147
198	0.01901115162
199	0.01888229357
200	0.01879011328
201	0.01877709168
202	0.01875059224
203	0.01864571531
204	0.01840991155
205	0.01839962108
206	0.01838561682
207	0.01827601926
208	0.01821375781
209	0.01803270532
210	0.01788687604
211	0.01786969702
212	0.01775105276
213	0.01770363846
214	0.01764628583
215	0.01761276294
216	0.01755485209
217	0.01739123714
218	0.01723035917
219	0.01717742389
220	0.01696311526
221	0.01678470205
222	0.01671210616
223	0.01638595065
224	0.01635655202
225	0.01624768128
226	0.01613779706
227	0.0159850931
228	0.01594124834
229	0.0157686196
230	0.01567055712
231	0.01554376389
232	0.01548741117
233	0.0153603552
234	0.01525326354
235	0.01514970579
236	0.01502480022
237	0.01490018307
238	0.01467621789
239	0.01463926311
240	0.01453764841
241	0.01449048774
242	0.01448081955
243	0.01445612394
244	0.0142650893
245	0.01417255056
246	0.01413650119
247	0.01398964168
248	0.0138928426
249	0.01387351613
250	0.01371654765
251	0.01357669435
252	0.01350152865
253	0.01339985757
254	0.01330529536
255	0.01318971751
256	0.01312970881
257	0.01303737058
258	0.01290538795
259	0.01279104453
260	0.01271508709
261	0.01263453236
262	0.01252016115
263	0.01242682263
264	0.01234387234
265	0.01227175372
266	0.01221247062
267	0.0121365194
268	0.01204513089
269	0.01202822775
270	0.01197167116
271	0.01194984509
272	0.01181987133
273	0.01179288582
274	0.01168942766
275	0.01162000872
276	0.01158580336
277	0.01153762915
278	0.01140207279
279	0.01135760068
280	0.01129784068
281	0.01121386574
282	0.0111336838
283	0.01105406159
284	0.01098582953
285	0.01088734933
286	0.01083621841
287	0.01081983109
288	0.01072818825
289	0.01065214381
290	0.01056028642
291	0.01046932632
292	0.01040469449
293	0.01033622971
294	0.01023646103
295	0.0101633327
296	0.0100392717
297	0.009911992039
298	0.009763009583
299	0.009659027062
300	0.009595385744
301	0.009543286555
302	0.009499196801
303	0.009461919334
304	0.009423438826
305	0.009346460005
306	0.009258343665
307	0.009163130984
308	0.009121328624
309	0.009083646941
310	0.009031025672
311	0.008955686575
312	0.008883245556
313	0.008844301888
314	0.008832703298
315	0.008822849542
316	0.00877066256
317	0.008726472301
318	0.008643906421
319	0.008607405815
320	0.008553294723
321	0.008485108088
322	0.008432209643
323	0.008411622736
324	0.008339077243
325	0.008335708046
326	0.008329374765
327	0.008306872365
328	0.00828114011
329	0.008221840764
330	0.008168431145
331	0.008092117809
332	0.008068919839
333	0.007957929792
334	0.007924016301
335	0.007881192648
336	0.007854075506
337	0.007825349681
338	0.007755621972
339	0.007706688852
340	0.007664363927
341	0.007648507004
342	0.007620911505
343	0.007603648672
344	0.007601594307
345	0.007568909477
346	0.007521950192
347	0.007481340453
348	0.007457222208
349	0.007405326002
350	0.007362060035
351	0.00730609533
352	0.007264937041
353	0.007185210196
354	0.007111881038
355	0.007055059881
356	0.006998879436
357	0.006966660798
358	0.006912042907
359	0.006845804158
360	0.006774148403
361	0.006729680843
362	0.006707390369
363	0.006641518961
364	0.006628605315
365	0.006554129894
366	0.006503855371
367	0.006489931871
368	0.006453838174
369	0.006434660223
370	0.006410434954
371	0.006399246829
372	0.006356894705
373	0.006354838227
374	0.006323767212
375	0.006291373017
376	0.006238566568
377	0.006190343426
378	0.0061622858
379	0.006111237094
380	0.006066598579
381	0.006015674997
382	0.005983687112
383	0.005921086355
384	0.005856181475
385	0.005839423588
386	0.005811346323
387	0.005784154802
388	0.0057625075
389	0.005728812265
390	0.00567922126
391	0.00563655938
392	0.005596540574
393	0.00558813959
394	0.005573718326
395	0.005542114296
396	0.005535818751
397	0.005519886425
398	0.005485718787
399	0.005442531298
400	0.005411911662
401	0.005384514904
402	0.005351629543
403	0.005294646406
404	0.005261987124
405	0.005249829506
406	0.005225751576
407	0.005218426484
408	0.005186222203
409	0.005174186048
410	0.005152362424
411	0.005128008329
412	0.005116307004
413	0.005084341635
414	0.005061654893
415	0.005047364499
416	0.00503633603
417	0.005009868584
418	0.005002208749
419	0.004984990756
420	0.004974131007
421	0.004966832974
422	0.004943944273
423	0.004936200335
424	0.004924839451
425	0.004900632092
426	0.004878114599
427	0.004867802085
428	0.004848665771
429	0.00483504798
430	0.004819294515
431	0.004815721778
432	0.004804164589
433	0.004766017613
434	0.004745496001
435	0.004741978876
436	0.00471351235
437	0.004700404105
438	0.004681567179
439	0.004654889871
440	0.004642426149
441	0.004628914104
442	0.004612894475
443	0.004609084995
444	0.004585357096
445	0.004569937449
446	0.00455027018
447	0.004526809676
448	0.004514868441
449	0.004496375409
450	0.004494276008
451	0.004479551309
452	0.004458624807
453	0.004419797844
454	0.004411786606
455	0.004387938127
456	0.004378707977
457	0.004366417918
458	0.004358822093
459	0.004346256567
460	0.004332184777
461	0.004326518721
462	0.004309496035
463	0.004301785945
464	0.004287607188
465	0.004287533027
466	0.004276944885
467	0.004270256806
468	0.004261062642
469	0.004249034366
470	0.004236532096
471	0.004228891499
472	0.004219827458
473	0.004212441726
474	0.004192187058
475	0.004168625421
476	0.004163704736
477	0.004160689022
478	0.004146388453
479	0.004130220337
480	0.004118429227
481	0.004108407226
482	0.004101397101
483	0.004084019005
484	0.004067182046
485	0.004056722736
486	0.004038212338
487	0.00402825308
488	0.004016624678
489	0.004004325178
490	0.004001575888
491	0.003995262151
492	0.003985138959
493	0.003985138959
494	0.00397400627
495	0.003969425221
496	0.003969421095
497	0.003955683453
498	0.003941982743
499	0.003941974799
500	0.003922771746
501	0.003915708306
502	0.003906893994
503	0.003890524024
504	0.00388631139
505	0.003863163465
506	0.003853075984
507	0.003842569155
508	0.003838902912
509	0.003818934434
510	0.003799208492
511	0.003782760664
512	0.003780839692
513	0.003772527075
514	0.003767613197
515	0.003748949852
516	0.003733805617
517	0.003721782732
518	0.003708186708
519	0.003700317868
520	0.003688480446
521	0.0036830983
522	0.003668615053
523	0.003651173181
524	0.00363782958
525	0.003624165068
526	0.003612590154
527	0.00359577799
528	0.003590601171
529	0.003567054548
530	0.003552142948
531	0.003534500187
532	0.003527281877
533	0.003522363349
534	0.003509520188
535	0.003502529799
536	0.003485286134
537	0.003480739387
538	0.003468819194
539	0.003452534343
540	0.003442984516
541	0.003432142505
542	0.003432036482
543	0.003416593519
544	0.003406358205
545	0.003392254998
546	0.003383187391
547	0.003368939491
548	0.003363511075
549	0.003351757815
550	0.003343741161
551	0.00333720004
552	0.003330561588
553	0.003322625645
554	0.003311530206
555	0.003311521229
556	0.003311512997
557	0.003311507783
558	0.003300101793
559	0.003297820137
560	0.003287801612
561	0.003283394718
562	0.003283389479
563	0.003273318725
564	0.00327331647
565	0.003263994446
566	0.003249245604
567	0.003243420257
568	0.003236385459
569	0.003230349045
570	0.003226538303
571	0.003226536291
572	0.003224255459
573	0.003215623597
574	0.003207850676
575	0.003196041693
576	0.003192589986
577	0.003180016117
578	0.003167144097
579	0.003153800867
580	0.003141700497
581	0.00313627356
582	0.003132707381
583	0.003125571705
584	0.003119203545
585	0.003117400211
586	0.003117383502
587	0.003109380018
588	0.003109373451
589	0.003109368251
590	0.003102040931
591	0.003096391995
592	0.003096387973
593	0.003091955723
594	0.003091930155
595	0.003082244782
596	0.003072499658
597	0.003067788382
598	0.003063575957
599	0.003063573949
600	0.003060574924
601	0.003060392415
602	0.003056340828
603	0.00305214494
604	0.003052141702
605	0.0030489021
606	0.003045659099
607	0.003040514235
608	0.003036239887
609	0.003036234442
610	0.003032392191
611	0.003021728392
612	0.003012085238
613	0.003012082723
614	0.003012023703
615	0.003002480153
616	0.002994905965
617	0.002990854488
618	0.002974790887
619	0.002963124372
620	0.002957508686
621	0.002948576403
622	0.002938050469
623	0.002938017308
624	0.002928524889
625	0.002916606823
626	0.002906900295
627	0.002900643328
628	0.002891759043
629	0.00288362917
630	0.002880358365
631	0.00287484
632	0.002869839519
633	0.002859069608
634	0.002853568253
635	0.00284850608
636	0.002836536408
637	0.002820474524
638	0.002815824169
639	0.002808034239
640	0.00279952401
641	0.002791792001
642	0.002787086923
643	0.002779191791
644	0.002779181146
645	0.002775601726
646	0.002770204242
647	0.00276539728
648	0.002759024748
649	0.002753089076
650	0.002745005309
651	0.002740668669
652	0.002728677032
653	0.002724654137
654	0.002717312668
655	0.002713957661
656	0.002706677578
657	0.002706668171
658	0.0027014408
659	0.002694362347
660	0.002687688629
661	0.002674305664
662	0.002667636831
663	0.002667636233
664	0.002667632753
665	0.002657749256
666	0.00264994241
667	0.00264994241
668	0.002643546735
669	0.002637870076
670	0.002634343688
671	0.002634339587
672	0.002620759024
673	0.002617732682
674	0.002611071754
675	0.002606418396
676	0.002602889424
677	0.002592784095
678	0.002588811437
679	0.002583419266
680	0.002575079917
681	0.002575075054
682	0.002564864131
683	0.002553739674
684	0.002549818193
685	0.002544122249
686	0.002538279578
687	0.002535656903
688	0.002535656138
689	0.002535639339
690	0.002531885988
691	0.00253188454
692	0.002520143259
693	0.00252014295
694	0.002516501088
695	0.002511492267
696	0.00250549341
697	0.002505492519
698	0.002500247602
699	0.002491310841
700	0.002487072767
701	0.00248519797
702	0.002481981277
703	0.002478055122
704	0.002472000245
705	0.002468754961
706	0.002463916274
707	0.002456103232
708	0.002446835095
709	0.002440818245
710	0.002434740578
711	0.00243129952
712	0.002424315376
713	0.002420902997
714	0.00241802336
715	0.002414386366
716	0.002410010812
717	0.002403042373
718	0.002399458087
719	0.002398387791
720	0.00239563074
721	0.002391475585
722	0.002388322001
723	0.002382614299
724	0.002378596138
725	0.002372126301
726	0.002369906641
727	0.002364552237
728	0.002364538465
729	0.00236014457
730	0.002360084986
731	0.002354102035
732	0.002350549836
733	0.002350536141
734	0.002350532813
735	0.002348016951
736	0.002343112517
737	0.002338947876
738	0.002334207159
739	0.002334186819
740	0.002330032664
741	0.002320264357
742	0.002315245703
743	0.002315174091
744	0.002315157143
745	0.002307966893
746	0.002307966684
747	0.002303600501
748	0.002300988206
749	0.002297003107
750	0.002293995847
751	0.002289871198
752	0.002289869198
753	0.002289863941
754	0.002284896128
755	0.002283086084
756	0.002283062369
757	0.002283057213
758	0.002276203482
759	0.002276202347
760	0.002272444972
761	0.002272439356
762	0.002272434221
763	0.002268307371
764	0.002264513789
765	0.002264513019
766	0.002261165965
767	0.002261142191
768	0.002255220037
769	0.002252255013
770	0.00225225339
771	0.002252193485
772	0.002252192467
773	0.002247940771
774	0.00224793752
775	0.002247933417
776	0.002243055505
777	0.00224074644
778	0.002237065089
779	0.002236416874
780	0.002236415007
781	0.002236414451
782	0.002233175516
783	0.002229281276
784	0.002229276221
785	0.002226086514
786	0.002226079433
787	0.002226077528
788	0.002226073191
789	0.002222199587
790	0.002217575256
791	0.002208253744
792	0.002204201722
793	0.002204198996
794	0.002197568341
795	0.002194105809
796	0.002189788337
797	0.002185635193
798	0.002182723327
799	0.002179223472
800	0.002171508598
801	0.002171500606
802	0.002160399921
803	0.00215481781
804	0.00215481492
805	0.00215481492
806	0.002148707024
807	0.002141628194
808	0.002140206242
809	0.002140198196
810	0.002136346502
811	0.002128832531
812	0.002123011909
813	0.002118772477
814	0.00211877023
815	0.002118769741
816	0.002118765307
817	0.002111975489
818	0.002111975489
819	0.002111972706
820	0.002105696415
821	0.002105689237
822	0.002101787693
823	0.002101786252
824	0.00209776709
825	0.00209282678
826	0.002092820342
827	0.002089760238
828	0.002081033438
829	0.002077059198
830	0.002072013224
831	0.002068628507
832	0.002062284757
833	0.002058926011
834	0.002058924123
835	0.002052413922
836	0.002047560278
837	0.002045322309
838	0.002045310117
839	0.002040690576
840	0.002040690576
841	0.002038533998
842	0.002033823022
843	0.002029197213
844	0.002024625889
845	0.002021511369
846	0.002021500271
847	0.002021494362
848	0.002019486608
849	0.002013089302
850	0.002007924177
851	0.002004311875
852	0.001999147906
853	0.001995746493
854	0.001991759794
855	0.001988390978
856	0.001981432851
857	0.001981432553
858	0.001977863712
859	0.001972582535
860	0.001970629449
861	0.001967431563
862	0.001967429126
863	0.001967428727
864	0.001967410327
865	0.001964158323
866	0.001961784671
867	0.001958237091
868	0.001953859536
869	0.001953850918
870	0.001953850918
871	0.001948316849
872	0.001944377628
873	0.001941790781
874	0.001938338406
875	0.001938334932
876	0.001938334162
877	0.001937108834
878	0.001937106787
879	0.001937093417
880	0.00193708935
881	0.001937087305
882	0.001932002797
883	0.001929116402
884	0.001928540817
885	0.001928538571
886	0.001928530781
887	0.001925881733
888	0.001925875788
889	0.001925867575
890	0.001923152895
891	0.00192315223
892	0.001918918219
893	0.001918912615
894	0.001914680378
895	0.001913988469
896	0.00191398316
897	0.001908213807
898	0.001908206001
899	0.001905616887
900	0.001901596122
901	0.001901567434
902	0.001896433729
903	0.001889598723
904	0.001885859911
905	0.00188585749
906	0.001885856368
907	0.001885404264
908	0.001881420479
909	0.001881412051
910	0.001879231384
911	0.0018774826
912	0.001877460889
913	0.001877451953
914	0.001876316628
915	0.001875451393
916	0.001875442581
917	0.001871930592
918	0.001868882601
919	0.001865266841
920	0.001859333148
921	0.001859328138
922	0.001859327009
923	0.001859320276
924	0.00185931378
925	0.001859312045
926	0.001857720612
927	0.00185771878
928	0.001857717169
929	0.001857715059
930	0.001857714762
931	0.001857714534
932	0.001857714203
933	0.001857702501
934	0.001857701539
935	0.001857695778
936	0.001857687349
937	0.001857683007
938	0.001854826002
939	0.001854823273
940	0.001854821449
941	0.00185481757
942	0.00185292932
943	0.001852913909
944	0.00184762721
945	0.001847626105
946	0.001847587693
947	0.001843044829
948	0.001836875154
949	0.001836874853
950	0.001832267521
951	0.001827440184
952	0.001827425516
953	0.001827421018
954	0.001827421018
955	0.0018274206
956	0.001825674503
957	0.001825667875
958	0.001821657369
959	0.001820803817
960	0.001816667533
961	0.00181666726
962	0.001812563289
963	0.00180739675
964	0.001807395652
965	0.001804340526
966	0.001800611432
967	0.001800595838
968	0.001800592732
969	0.001800592037
970	0.001800591099
971	0.001800590367
972	0.001799956276
973	0.001799881992
974	0.001799874152
975	0.001799871549
976	0.001799864859
977	0.001799863189
978	0.00179555167
979	0.001792915234
980	0.001787174928
981	0.001787162614
982	0.001780583173
983	0.001780576918
984	0.001776723465
985	0.001771490365
986	0.00177148757
987	0.001771484697
988	0.001769451901
989	0.001765601971
990	0.001760209476
991	0.001756819564
992	0.001756813844
993	0.001756481112
994	0.001756478411
995	0.001756476874
996	0.001750885879
997	0.00174796149
998	0.001742666843
999	0.001739649787
1000	0.001739636782
1001	0.001739574551
1002	0.00173957266
1003	0.001737013178
1004	0.001737009274
1005	0.001734887821
1006	0.00173459472
1007	0.001734586853
1008	0.001734584937
1009	0.001734578309
1010	0.001732352854
1011	0.001732352152
1012	0.001732350067
1013	0.001732349698
1014	0.001728900413
1015	0.001728899872
1016	0.001728887561
1017	0.001728881292
1018	0.001728880951
1019	0.001725101097
1020	0.001725091078
1021	0.001721424373
1022	0.001721423936
1023	0.001721421481
1024	0.001721411158
1025	0.00172140824
1026	0.001721401697
1027	0.001721400834
1028	0.001721395036
1029	0.001719772737
1030	0.001716203584
1031	0.001716203294
1032	0.001715777898
1033	0.001714007469
1034	0.001714004534
1035	0.001714003836
1036	0.001714003251
1037	0.001713992946
1038	0.001713976911
1039	0.00171396609
1040	0.001713944561
1041	0.001713943431
1042	0.001713929767
1043	0.001713929635
1044	0.001711107692
1045	0.00170826486
1046	0.001708264675
1047	0.001708264072
1048	0.001708263415
1049	0.001708261699
1050	0.001708259921
1051	0.001708231167
1052	0.001708025986
1053	0.001708023557
1054	0.00170527038
1055	0.001701848417
1056	0.001701832688
1057	0.001698188593
1058	0.001698187698
1059	0.001693303699
1060	0.001693229561
1061	0.001690318147
1062	0.001690314986
1063	0.001690314448
1064	0.001687536369
1065	0.00168753456
1066	0.001687526686
1067	0.001687524976
1068	0.00168752357
1069	0.001687521251
1070	0.001687517639
1071	0.001687500799
1072	0.001687494015
1073	0.001685058114
1074	0.001685055645
1075	0.001685055645
1076	0.001685051148
1077	0.001685050422
1078	0.001685049656
1079	0.001685042044
1080	0.001685035349
1081	0.001685034802
1082	0.001685033351
1083	0.001684948537
1084	0.001684945686
1085	0.001684942782
1086	0.001684718813
1087	0.001684714846
1088	0.00168471389
1089	0.001683786396
1090	0.001683785454
1091	0.001681552965
1092	0.001681552965
1093	0.001678247743
1094	0.001678245482
1095	0.001678244618
1096	0.001678244618
1097	0.001678244168
1098	0.001678244168
1099	0.001678243376
1100	0.001674572048
1101	0.001671491213
1102	0.001671489615
1103	0.001671489615
1104	0.001671476678
1105	0.001671475958
1106	0.001671474508
1107	0.001671471575
1108	0.001671471103
1109	0.001669383859
1110	0.001669378264
1111	0.001669377605
1112	0.001665038975
1113	0.001665034798
1114	0.001665033577
1115	0.001662284064
1116	0.001656747841
1117	0.001656700431
1118	0.001656698621
1119	0.001656665462
1120	0.00165666461
1121	0.001656652009
1122	0.001656651006
1123	0.001656645205
1124	0.001652970538
1125	0.001652962805
1126	0.001652962263
1127	0.001650429233
1128	0.001650420881
1129	0.001646166287
1130	0.001646163282
1131	0.001645875712
1132	0.001640978301
1133	0.00163844427
1134	0.00163577025
1135	0.00163573728
1136	0.001635729549
1137	0.001635728227
1138	0.001635726262
1139	0.001635720782
1140	0.001635713182
1141	0.001630759134
1142	0.00163075536
1143	0.001630752796
1144	0.001630751354
1145	0.001630751354
1146	0.001630748795
1147	0.001629370898
1148	0.001629363475
1149	0.001629362895
1150	0.001627361357
1151	0.001623524239
1152	0.001623521478
1153	0.001623520058
1154	0.001623518932
1155	0.001623516041
1156	0.001623502914
1157	0.001623474227
1158	0.001621778824
1159	0.001621773562
1160	0.001621737776
1161	0.001621737776
1162	0.00162173668
1163	0.00161802308
1164	0.001618018619
1165	0.001613853252
1166	0.001613851056
1167	0.001613847475
1168	0.001613845892
1169	0.001613843914
1170	0.001613401995
1171	0.001611555205
1172	0.001608736094
1173	0.001608735647
1174	0.00160873529
1175	0.001608734276
1176	0.001608729761
1177	0.001608725707
1178	0.001608721073
1179	0.001606660778
1180	0.001606659969
1181	0.001606655652
1182	0.001606655652
1183	0.001606655397
1184	0.001606653929
1185	0.001606652615
1186	0.001606643559
1187	0.001605890391
1188	0.001605879934
1189	0.0016055746
1190	0.001605573417
1191	0.001605573125
1192	0.001604912243
1193	0.001601470634
1194	0.001601469546
1195	0.001601465958
1196	0.001601465958
1197	0.001601465472
1198	0.001601464457
1199	0.00160145906
1200	0.001601456321
1201	0.001601454665
1202	0.001601445665
1203	0.001601443095
1204	0.001601135792
1205	0.001598253796
1206	0.001598249242
1207	0.001592860404
1208	0.001592808624
1209	0.001590301455
1210	0.001590300053
1211	0.001590299838
1212	0.001590299366
1213	0.001590276323
1214	0.001590175197
1215	0.001590172767
1216	0.001590169736
1217	0.001590169569
1218	0.0015901669
1219	0.001586173214
1220	0.001586172368
1221	0.001586172155
1222	0.001586169897
1223	0.001584472013
1224	0.001584471118
1225	0.001584470267
1226	0.001584458625
1227	0.001584458442
1228	0.001584458442
1229	0.001584452756
1230	0.001584450225
1231	0.001584450225
1232	0.001584449461
1233	0.001584447943
1234	0.001580902625
1235	0.001580878177
1236	0.001580872101
1237	0.001580870696
1238	0.001580869292
1239	0.001580868267
1240	0.001580867199
1241	0.001580867066
1242	0.001577560759
1243	0.001577553478
1244	0.001577553235
1245	0.001577551495
1246	0.001574020488
1247	0.00157062451
1248	0.001570623152
1249	0.001570619415
1250	0.001570576123
1251	0.001570574109
1252	0.001570570694
1253	0.001564765154
1254	0.001564763083
1255	0.001564761591
1256	0.001564072957
1257	0.001564070352
1258	0.001564068719
1259	0.00156406542
1260	0.001564064557
1261	0.001560926843
1262	0.001560925062
1263	0.001560922569
1264	0.001560920101
1265	0.001557632194
1266	0.001557627852
1267	0.001551754698
1268	0.00155175323
1269	0.001551750574
1270	0.001551749699
1271	0.001551744166
1272	0.00155174182
1273	0.001551738561
1274	0.001551738034
1275	0.001551730786
1276	0.001551730535
1277	0.001551729171
1278	0.001551726315
1279	0.001548834589
1280	0.001548833201
1281	0.001548820486
1282	0.00154881843
1283	0.001548804724
1284	0.001548800188
1285	0.001548797096
1286	0.001548794714
1287	0.001548794503
1288	0.00154879057
1289	0.001548788076
1290	0.001548782397
1291	0.001548780856
1292	0.00154877685
1293	0.00154877447
1294	0.00154877447
1295	0.001548768122
1296	0.001548721186
1297	0.001548716657
1298	0.001548714417
1299	0.001548714024
1300	0.001545252411
1301	0.001545250609
1302	0.001545250183
1303	0.001545249053
1304	0.001545249053
1305	0.001543312324
1306	0.001543311592
1307	0.001543310301
1308	0.001543303933
1309	0.00154330333
1310	0.001543303
1311	0.001543298079
1312	0.001543292984
1313	0.001543290975
1314	0.001542144016
1315	0.001542143234
1316	0.001542138909
1317	0.001542136488
1318	0.001542128462
1319	0.001542121692
1320	0.001542117687
1321	0.00154211559
1322	0.001542112319
1323	0.001539263023
1324	0.001539261135
1325	0.001539239957
1326	0.001539239957
1327	0.001537007734
1328	0.001537007734
1329	0.001537003497
1330	0.001536965689
1331	0.001536957731
1332	0.001536954786
1333	0.001536954312
1334	0.001536951314
1335	0.00153694957
1336	0.001532222956
1337	0.001532215482
1338	0.001532212352
1339	0.001532208892
1340	0.001532205764
1341	0.001532205764
1342	0.001532202655
1343	0.001532202023
1344	0.001530323105
1345	0.001530317127
1346	0.001530315459
1347	0.001529848303
1348	0.001529846662
1349	0.001529846347
1350	0.001529845975
1351	0.001529843979
1352	0.001529842738
1353	0.001529842289
1354	0.001529841706
1355	0.001526773189
1356	0.00152677219
1357	0.00152677219
1358	0.001526766558
1359	0.001526761792
1360	0.001526761408
1361	0.001526760872
1362	0.001526400754
1363	0.00152639768
1364	0.001526383901
1365	0.001526383901
1366	0.001526383284
1367	0.001526381615
1368	0.001526378508
1369	0.001526377824
1370	0.001526377824
1371	0.001526373563
1372	0.001526366893
1373	0.0015263552
1374	0.001526336839
1375	0.001525932062
1376	0.001525931774
1377	0.001524373851
1378	0.001524365071
1379	0.001524364306
1380	0.001524362895
1381	0.001524362203
1382	0.001524361433
1383	0.001524358862
1384	0.001524356415
1385	0.001524353067
1386	0.001524347851
1387	0.001524344433
1388	0.001524344183
1389	0.001524341778
1390	0.001524336253
1391	0.001524333807
1392	0.001524330474
1393	0.001524320442
1394	0.001524319624
1395	0.001524318326
1396	0.001524313747
1397	0.001524309174
1398	0.001524308185
1399	0.001524300466
1400	0.001522154456
1401	0.001518043287
1402	0.001518041677
1403	0.001518040205
1404	0.001518038969
1405	0.001518038742
1406	0.001518038742
1407	0.001514053035
1408	0.001510402414
1409	0.001510399991
1410	0.001510399991
1411	0.001510397026
1412	0.001510063298
1413	0.001510063298
1414	0.001510061825
1415	0.001508824607
1416	0.001508822985
1417	0.001508822681
1418	0.001508821805
1419	0.00150881693
1420	0.001505961091
1421	0.001502339668
1422	0.001502338519
1423	0.001502328393
1424	0.001502326697
1425	0.001502324332
1426	0.001502323908
1427	0.001502320784
1428	0.001502315841
1429	0.001502314486
1430	0.001502311368
1431	0.001502311042
1432	0.001499525486
1433	0.001499519202
1434	0.001499517851
1435	0.001499516797
1436	0.00149951425
1437	0.00149951425
1438	0.00149951425
1439	0.001499512788
1440	0.001499510352
1441	0.001499509361
1442	0.00149950421
1443	0.001499502049
1444	0.001499492318
1445	0.001499490519
1446	0.001499489234
1447	0.001499487984
1448	0.001499484687
1449	0.001495803002
1450	0.001495792315
1451	0.001495791141
1452	0.001495780132
1453	0.001495778654
1454	0.001495777775
1455	0.00149559556
1456	0.001495593959
1457	0.001495582217
1458	0.001495581454
1459	0.001495580523
1460	0.001490802359
1461	0.00149080102
1462	0.00149080011
1463	0.0014907992
1464	0.001490797576
1465	0.001490796089
1466	0.001490796089
1467	0.001490790896
1468	0.001490790541
1469	0.001490789645
1470	0.001490786683
1471	0.001490786105
1472	0.001489363353
1473	0.001489363245
1474	0.001489357588
1475	0.001486782819
1476	0.00148424212
1477	0.001484239698
1478	0.001484234442
1479	0.0014842237
1480	0.0014842117
1481	0.001482115221
1482	0.001482115221
1483	0.001482114196
1484	0.001482112025
1485	0.001482099079
1486	0.001482095652
1487	0.00147880713
1488	0.001478768159
1489	0.001478766986
1490	0.001478759553
1491	0.001476250271
1492	0.001472655861
1493	0.001472655735
1494	0.001472650245
1495	0.001470073697
1496	0.001468794882
1497	0.001468787938
1498	0.001468786882
